id;article_id;snippet_type;title;content;applicable_triggers;blocked_by_red_lines;success_signals;weight;embedding;updated_at
0de69364-5ded-4182-9ba2-72b06c8b9efd;a0000001-0000-0000-0000-000000000029;strategy;Turn-taking with timer;"Use a visual timer. ""You can play with it until the timer goes off, then it is their turn."" Externalizes the rule.";"[""sibling_conflict""]";[];"[""accepts_boundary"",""learns_skill""]";1;;2026-03-11 04:46:49.707274+00
649003fa-d4f9-4366-aca1-0e85c37a1c4d;a0000001-0000-0000-0000-000000000029;script;Acknowledge ownership;"Say: ""You are not done playing with that yet. When you are done, can you let them know?"" Respects the child's sense of ownership first.";[];[];"[""feels_heard"",""shares_willingly""]";1;;2026-03-11 04:46:49.707274+00
9fcf6e1f-5fc7-4a1e-b107-5c8366802e03;a0000001-0000-0000-0000-000000000027;strategy;Consistent goodbye ritual;Create a short, repeatable goodbye ritual (hug, kiss, special phrase). Never sneak away. Consistency builds trust over time.;"[""transitions""]";[];"[""calms_quickly"",""trusts_routine""]";1;;2026-03-11 04:46:49.707274+00
6c43a72c-9193-4159-800e-2b16ff2c656c;a0000001-0000-0000-0000-000000000027;script;Reunion promise;"Say: ""I will always come back. After lunch, I will be right here."" Be specific about when you return. Follow through every time.";"[""transitions""]";[];"[""calms_quickly"",""trusts_routine""]";1;;2026-03-11 04:46:49.707274+00
f22edb17-2c60-4288-b09c-7ea4bab604d9;a0000001-0000-0000-0000-000000000025;strategy;Block and name;"Gently block the hit. Say: ""I will not let you hit. Hitting hurts."" Do not lecture. Keep it short and firm. Stay regulated.";"[""sibling_conflict""]";"[""physical_punishment"",""yelling""]";"[""stops_behavior"",""feels_safe""]";1;;2026-03-11 04:46:49.707274+00
49c1fa45-760a-4fb6-a76a-a1a381be0d55;a0000001-0000-0000-0000-000000000025;script;Offer replacement;"Say: ""You are really mad. You can stomp your feet or squeeze this pillow. I will not let you hit."" Give an acceptable outlet for the energy.";[];"[""physical_punishment""]";"[""redirects"",""calms_quickly""]";1;;2026-03-11 04:46:49.707274+00
bda5107d-1ba3-47a8-9260-9f2419e5def5;a0000001-0000-0000-0000-000000000023;strategy;Validate before redirecting;"Acknowledge the feeling before addressing the behavior. ""I hear that you are frustrated"" is more effective than ""Stop whining.""";"[""fatigue"",""hunger""]";"[""shame_language"",""yelling""]";"[""feels_heard"",""calms_quickly""]";1;;2026-03-11 04:46:49.707274+00
91b86e58-7440-4e69-b3a9-84c33caacf7b;a0000001-0000-0000-0000-000000000023;script;Restate with coaching;"Say: ""I want to help you. Can you tell me again in your regular voice so I can understand?"" Coach the skill without shaming.";"[""fatigue""]";"[""shame_language""]";"[""learns_skill"",""calms_quickly""]";1;;2026-03-11 04:46:49.707274+00
19a89922-7618-4e3e-be88-b2cb09974bb4;a0000001-0000-0000-0000-000000000030;strategy;Make it manageable;"Say: ""You do not have to clean everything. Just pick up the blocks. I will get the books."" Breaking it down reduces overwhelm.";"[""transitions""]";[];"[""engages"",""follows_routine""]";1;;2026-03-11 04:46:49.707274+00
077bb80b-1a54-4da5-9e06-9742aeba5b0c;a0000001-0000-0000-0000-000000000030;script;Playful cleanup;"Say: ""Let us see if we can get all the cars in the box before this song ends!"" Gamification works better than commands for young children.";"[""transitions""]";[];"[""engages"",""calms_quickly""]";1;;2026-03-11 04:46:49.707274+00
b0000001-0000-0000-0000-000000000001;a0000001-0000-0000-0000-000000000016;explanation;Why toddlers and preschoolers resist bedtime;Bedtime is a loss of connection and control happening to a brain not yet fully wired for smooth transitions. The sleep onset association model (Blampied & France, 1993) explains that children learn to fall asleep only in the presence of familiar caregiver cues — when those cues disappear, normal overnight arousals trigger crying rather than self-soothing. By the end of the day, a toddler's self-regulation reserve is genuinely depleted, making this the worst possible moment to demand independent coping.;"[""transitions"",""fatigue""]";[];"[""parent reframes resistance as exhaustion not defiance"",""parent feels less frustrated""]";1.5;;2026-03-15 00:00:00+00
b0000001-0000-0000-0000-000000000002;a0000001-0000-0000-0000-000000000016;strategy;Wind-down connection ritual (gentle);Begin winding down 15–20 minutes before sleep time by dimming lights, lowering your voice, and shifting to calm physical togetherness: a short book, one song, one moment of close physical contact. The transition from play to sleep becomes a movement toward the parent, not away. Mindell et al. (2009) demonstrated that a consistent three-step nightly routine reduced sleep onset by 37% and night wakings by 31% in infants and toddlers — the specific steps matter less than their predictability and the relational safety they create.;"[""transitions"",""fatigue""]";[];"[""child settles faster at bedtime"",""bedtime protest reduces within 2 weeks"",""parent-child warmth at bedtime increases""]";1.5;;2026-03-15 00:00:00+00
b0000001-0000-0000-0000-000000000003;a0000001-0000-0000-0000-000000000016;strategy;4-step visual bedtime sequence (structured);"Create a 4-step bedtime sequence posted where the child can see it — bath, teeth, story, lights out — and reference it nightly: ""What's next on our chart?"" The sequence itself becomes the authority, removing the parent from the enforcer role. Mindell and Williamson (2017) identify 4–6 component sequences as carrying the strongest evidence base, with the structured order as the active ingredient. Consistency across at least two to three weeks is required before the behavioral change consolidates.";"[""transitions"",""schedule changes""]";[];"[""child follows sequence with reduced negotiation"",""parent feels less like the enforcer"",""sleep onset shortens over 2–3 weeks""]";1.5;;2026-03-15 00:00:00+00
b0000001-0000-0000-0000-000000000004;a0000001-0000-0000-0000-000000000016;script;Acknowledge and stay close (gentle);"""I can see you don't want to stop. That makes sense — you were having so much fun. I'm going to stay right with you while we get ready for bed.""";"[""transitions"",""fatigue""]";[];"[""protest reduces"",""child feels heard and safe""]";1.0;;2026-03-15 00:00:00+00
b0000001-0000-0000-0000-000000000005;a0000001-0000-0000-0000-000000000016;script;State the rule, offer a choice (structured);"""It's sleep time. That's our family rule. Do you want to walk to your room, or should I carry you?""";"[""transitions""]";[];"[""child chooses rather than protests"",""transition completes faster""]";1.0;;2026-03-15 00:00:00+00
b0000001-0000-0000-0000-000000000006;a0000001-0000-0000-0000-000000000016;script;Name the feeling, hold the limit (balanced);"""I hear that you want to keep playing. And it is time for sleep. Those two things can both be true. Let's do our routine together.""";"[""transitions"",""fatigue""]";[];"[""protest reduces when both feeling and limit are named"",""child moves toward compliance with fewer repetitions""]";1.0;;2026-03-15 00:00:00+00
b0000001-0000-0000-0000-000000000007;a0000001-0000-0000-0000-000000000016;warning;Avoid returning after lights out;"Once the routine begins, returning repeatedly in response to ""one more"" requests teaches the child that protest reliably extends bedtime. Blampied and France (1993) identify consistency as the behavioral mechanism that changes sleep patterns: learning happens across several nights, not in a single session. Short-term distress during the transition is not evidence of harm — Gradisar et al.'s (2016) RCT found no differences in cortisol, attachment, or behavioral outcomes at 12 months between graduated extinction and sleep hygiene control conditions.";"[""transitions"",""fatigue""]";"[""cry_it_out""]";[];0.7;;2026-03-15 00:00:00+00
b0000001-0000-0000-0000-000000000008;a0000001-0000-0000-0000-000000000017;explanation;Why school-age children delay bedtime;"School-age bedtime resistance is less about overtiredness and more about autonomy and anxiety: the child's mental world is larger at night, including worries about school, friendships, and tomorrow's demands. The prefrontal cortex continues developing through the mid-20s; shifting from stimulating activity to sleep requires genuine cognitive flexibility that remains imperfect across childhood. A predictable routine continues to work for this age band — school-age children need a version that respects their growing capacity for reasoning and reduced adult monitoring.";"[""fatigue"",""schedule changes""]";[];"[""parent understands resistance is not defiance"",""strategies feel age-appropriate""]";1.0;;2026-03-15 00:00:00+00
b0000001-0000-0000-0000-000000000009;a0000001-0000-0000-0000-000000000017;strategy;Consistent bedtime with earned wind-down (structured);Set a non-negotiable lights-out time and work backward to create a 30-minute pre-bed wind-down window the child has some input into: reading, journaling, or quiet conversation. The child earns the wind-down activity by being in their room by the agreed start time. This provides bounded autonomy within a structure that cannot be negotiated away — the Self-Determination Theory principle that choice within clear limits supports compliance (Joussemet et al., 2008).;"[""fatigue"",""schedule changes""]";"[""screen_bribery""]";"[""child transitions to bedroom without major protest"",""bedtime arguments reduce significantly""]";1.0;;2026-03-15 00:00:00+00
b0000001-0000-0000-0000-000000000010;a0000001-0000-0000-0000-000000000017;strategy;Worry journal as bedtime transition (gentle);"Offer a 5-minute structured ""brain download"" before lights-out: anything on the child's mind goes onto paper or a whiteboard. This externalizes anxious thoughts, creates a clear transition boundary between awake-thinking and sleep-time, and gives the verbal child a sanctioned outlet. For children who delay with repeated questions or expressed worries, this targets the underlying regulatory mechanism rather than managing only the symptomatic delay.";"[""fatigue""]";[];"[""delay-by-questions reduces"",""child settles faster after writing"",""parent-child conversation has a clear endpoint""]";1.0;;2026-03-15 00:00:00+00
b0000001-0000-0000-0000-000000000011;a0000001-0000-0000-0000-000000000017;script;Acknowledge and hold the limit (balanced);"""I know you're not tired yet — and your body still needs rest time. We can talk about changing bedtime another day. Right now it's sleep time.""";"[""fatigue"",""schedule changes""]";[];"[""child accepts the boundary with less negotiation"",""clear limit reduces the ongoing negotiation loop""]";1.0;;2026-03-15 00:00:00+00
b0000001-0000-0000-0000-000000000012;a0000001-0000-0000-0000-000000000017;warning;Keep screens out of the pre-bed hour;Screen light and alert content suppress melatonin and delay sleep onset regardless of how tired the child is — this is a physiological effect, not a willpower issue. Building a screen-free pre-bed routine is a structural change, not a nightly negotiation. The most effective implementation is to charge all devices outside the bedroom as a standing family practice rather than a nightly permission decision.;"[""fatigue""]";[];[];1.5;;2026-03-15 00:00:00+00
b0000001-0000-0000-0000-000000000013;a0000001-0000-0000-0000-000000000018;explanation;Why toddlers and preschoolers refuse food;"Food neophobia — a biologically built-in fear of unfamiliar foods — is strongest between 18 and 36 months. It is an evolutionary survival mechanism, not defiance. Caton et al.'s (2012) RCT found that only repeated neutral exposure — not pressure, not coaxing, not hiding the food — significantly increased toddler acceptance of novel vegetables. The refusal is real; the solution is patience and repetition, not persuasion. Perry et al. (2015) confirm this is the developmental peak: neophobia declines naturally through the preschool years.";"[""hunger"",""sensory overload""]";[];"[""parent reframes refusal as developmentally normal"",""parent reduces mealtime pressure""]";1.5;;2026-03-15 00:00:00+00
b0000001-0000-0000-0000-000000000014;a0000001-0000-0000-0000-000000000018;strategy;Divide responsibility at the table (balanced);"The parent decides what is offered, when, and where; the child decides whether and how much to eat. Offer a refused food alongside one or two accepted foods at every meal, without comment on what the child chooses. Ventura and Birch (2008) summarize the causal evidence: parental pressure reliably decreases intake and food enjoyment; restriction reliably increases intake beyond hunger. Aim for 8–15 exposures of a new food before expecting acceptance — targeting this is the Caton et al. (2012) RCT evidence base.";"[""hunger"",""sensory overload""]";[];"[""mealtime conflict reduces"",""parent stops tracking intake volume"",""child accepts more variety within 2 months""]";1.5;;2026-03-15 00:00:00+00
b0000001-0000-0000-0000-000000000015;a0000001-0000-0000-0000-000000000018;strategy;Structured mealtime with no-pressure exposure (structured);"Offer meals at predictable times in the same location with the same routine. Include one familiar accepted food at every meal. Place a new food on the plate without comment — ""you don't have to eat it"" is permissible but no coaxing or praise for trying. Sanders et al. (1993) observed that parental negativity and pressure during meals create a self-reinforcing coercive cycle: the less the child eats, the more the parent pressures; the more the parent pressures, the less the child eats.";"[""hunger"",""fatigue"",""schedule changes""]";"[""food_rewards""]";"[""mealtimes become calmer"",""coercive pressure cycle reduces"",""child stays at the table longer""]";1.5;;2026-03-15 00:00:00+00
b0000001-0000-0000-0000-000000000016;a0000001-0000-0000-0000-000000000018;script;No pressure, just presence (gentle);"""You don't have to eat it. It's just there for you if you want to try it. Everyone's eating together now.""";"[""hunger"",""sensory overload""]";[];"[""child's mealtime anxiety reduces"",""refusal protests quiet down over weeks of consistent neutral serving""]";1.5;;2026-03-15 00:00:00+00
b0000001-0000-0000-0000-000000000017;a0000001-0000-0000-0000-000000000018;script;State the expectation, offer the choice (structured);"""You need to sit with us for family mealtime. You decide how much to eat. These are our choices tonight.""";"[""hunger""]";[];"[""child stays at table"",""mealtime power struggle reduces""]";1.0;;2026-03-15 00:00:00+00
b0000001-0000-0000-0000-000000000018;a0000001-0000-0000-0000-000000000018;script;Serve without commentary (balanced);"""Here's dinner. I put some broccoli there — you don't need to eat it. I'm going to have mine and we can talk about your day.""";"[""hunger""]";[];"[""zero-pressure modeling reduces child's defensive reaction to the food"",""mealtime atmosphere stays warm regardless of intake""]";1.5;;2026-03-15 00:00:00+00
b0000001-0000-0000-0000-000000000019;a0000001-0000-0000-0000-000000000018;warning;Never use food as reward or bribe;"Offering dessert conditionally (""if you eat your vegetables, you can have dessert"") increases preference for the reward food and decreases preference for the target food — the opposite of the intended effect. Gregory et al. (2010) found this effect in prospective data; using food incentives also disrupts the appetite self-regulation signals children need to develop. This is among the most common parental stress-responses to food refusal (Goodell et al., 2016) and one of the most counterproductive.";"[""hunger""]";"[""food_rewards""]";[];1.5;;2026-03-15 00:00:00+00
b0000001-0000-0000-0000-000000000020;a0000001-0000-0000-0000-000000000018;warning;Avoid hiding vegetables in food;Disguising disliked foods prevents the repeated exposures that actually build long-term acceptance. A child who eats pureed spinach without knowing has not developed palate familiarity with spinach — they have simply consumed it without the exposure mechanism. Caton et al. (2012) specifically found that flavour-flavour conditioning (pairing with a liked taste) did not produce the same acceptance gains as direct repeated exposure.;"[""hunger""]";[];[];1.0;;2026-03-15 00:00:00+00
b0000001-0000-0000-0000-000000000021;a0000001-0000-0000-0000-000000000019;explanation;Why school-age children still refuse foods;"In school-age children, selective eating often reflects preferences entrenched during the toddler and preschool years rather than primary neophobia. The bidirectional pressure cycle identified by Sanders et al. (1993) continues to operate: parental pressure activates the child's reactance response, making them less likely to try the food and more likely to escalate mealtime conflict. Habits around eating are behavioral; changing them requires systematic, patient restructuring of the mealtime environment rather than more pressure.";"[""hunger"",""fatigue""]";[];"[""parent reduces pressure tactics"",""mealtime atmosphere becomes calmer""]";1.0;;2026-03-15 00:00:00+00
b0000001-0000-0000-0000-000000000022;a0000001-0000-0000-0000-000000000019;strategy;In-the-moment coaching at meals (balanced);"Campbell et al.'s (2024) PCIT-Health trial found that real-time coaching of parents during meals — focusing on reducing controlling feeding practices and increasing positive attention — simultaneously reduced both parent pressure and child mealtime behavior problems. The transferable technique: describe what the child is doing correctly (""you tried the new food — that was brave""), ignore minor food refusal without comment, and maintain warm conversation regardless of what is being eaten.";"[""hunger"",""fatigue""]";"[""food_rewards""]";"[""mealtime conflict reduces"",""child attempts more foods over weeks"",""parent feels less anxious about meals""]";1.5;;2026-03-15 00:00:00+00
b0000001-0000-0000-0000-000000000023;a0000001-0000-0000-0000-000000000019;script;Describe the positive, ignore the refusal (balanced);"""I noticed you tried the rice — that was new for you. What else are you hungry for tonight?""";"[""hunger""]";[];"[""positive attention on eating behavior increases"",""refusal not reinforced with conflict or pressure""]";1.5;;2026-03-15 00:00:00+00
b0000001-0000-0000-0000-000000000024;a0000001-0000-0000-0000-000000000019;script;Hold the structure without pressure (structured);"""These are tonight's choices. You don't have to eat anything you don't want to. Eat until you're full and then we'll clear up together.""";"[""hunger""]";[];"[""child manages appetite independently"",""mealtime power struggle ends""]";1.0;;2026-03-15 00:00:00+00
b0000001-0000-0000-0000-000000000025;a0000001-0000-0000-0000-000000000019;warning;Avoid force or shame about not eating;"Comments like ""you're being so picky"" or ""your sister eats everything"" attach shame to a largely behavioral pattern — and shame-based parenting predicts both internalizing and externalizing outcomes (Hoeve et al., 2009; Katz et al., 2012). Comparing the child's eating to siblings or peers activates the comparison red line. The parent's job remains: provide healthy options. The child's job: decide whether and how much to eat.";"[""hunger""]";"[""shame_language"",""comparison""]";[];1.5;;2026-03-15 00:00:00+00
b0000001-0000-0000-0000-000000000026;a0000001-0000-0000-0000-000000000020;explanation;Why mornings are developmentally difficult;The morning is neurologically demanding: the prefrontal cortex — the child's regulatory system — is at minimum availability after waking (sleep inertia takes 20–30 minutes to clear), yet the morning sequence imposes multiple transitions every 5–10 minutes. Advance warning addresses this directly: Brewer et al. (2014) show that 5-minute then 2-minute countdowns reduce transition-related behavior problems by giving immature executive function time to prepare for each shift rather than encountering it without notice.;"[""transitions"",""fatigue"",""schedule changes""]";[];"[""parent starts giving advance notice"",""morning conflict reduces within 2 weeks""]";1.5;;2026-03-15 00:00:00+00
b0000001-0000-0000-0000-000000000027;a0000001-0000-0000-0000-000000000020;strategy;Prep the night before (structured);"Remove at least two morning decision points by doing them the previous evening: choose clothes together, pack the bag, set out breakfast items. Ren and Fan (2018) found that routine structure predicts self-regulation in preschoolers; every decision removed from the morning window reduces the regulatory demand on both parent and child. A visual morning chart posted at the child's eye level externalizes the sequence and reduces the number of verbal prompts the parent needs to give.";"[""transitions"",""fatigue"",""schedule changes""]";[];"[""morning sequence completes faster"",""parent gives fewer verbal prompts"",""departure conflict reduces""]";1.5;;2026-03-15 00:00:00+00
b0000001-0000-0000-0000-000000000028;a0000001-0000-0000-0000-000000000020;strategy;Wake with connection before demands (gentle);Give the child 5–10 minutes of non-demanding awake time before the first morning request — a brief cuddle, or simply quiet talking without instructions. This allows sleep inertia to clear and activates the ventral vagal safe-engagement state (Porges, 2022) before the sequence of transitions begins. Children whose first waking experience is immediate social pressure show more defensive avoidance and escalation throughout the entire morning sequence.;"[""transitions"",""fatigue""]";[];"[""child is more cooperative during the morning sequence"",""first transition out of bed is smoother""]";1.0;;2026-03-15 00:00:00+00
b0000001-0000-0000-0000-000000000029;a0000001-0000-0000-0000-000000000020;script;Ease them in (gentle);"""Good morning. I'm so happy to see you. Let's have a cuddle for a bit, and then we'll get your clothes on together.""";"[""fatigue"",""transitions""]";[];"[""child wakes less defensively"",""first morning transition is easier""]";1.0;;2026-03-15 00:00:00+00
b0000001-0000-0000-0000-000000000030;a0000001-0000-0000-0000-000000000020;script;5-minute warning (structured);"""In 5 minutes it's time to get dressed. I'll come back to help you when it's time.""";"[""transitions"",""schedule changes""]";[];"[""transition begins more smoothly"",""protest at transition start reduces""]";1.5;;2026-03-15 00:00:00+00
b0000001-0000-0000-0000-000000000031;a0000001-0000-0000-0000-000000000020;script;Name the goal, offer a choice (balanced);"""I know mornings are hard. We need to get to school on time. Which do you want to do first — shoes or jacket?""";"[""transitions"",""fatigue""]";[];"[""child engages with choice rather than refusing the entire sequence"",""morning proceeds faster""]";1.0;;2026-03-15 00:00:00+00
b0000001-0000-0000-0000-000000000032;a0000001-0000-0000-0000-000000000020;warning;Avoid rapid-fire commands under time pressure;"A sequence of commands (""Hurry up! Get dressed! Put your shoes on!"") activates the child's threat-detection system rather than their compliance system. A dysregulated child cannot process multiple simultaneous instructions; each added command increases dysregulation. The most effective route to a faster morning is a prepared environment and advance notice, not increased verbal pressure. Speed pressure on an already dysregulated child reliably makes the situation longer, not shorter.";"[""transitions"",""fatigue""]";"[""yelling""]";[];1.0;;2026-03-15 00:00:00+00
